TabId,TabTitle,TabUniverse,DataProductType,Year,Geo1year,Geo5year
B11017,Multigenerational Households ,Households,Detailed Table,"1,5","United States (010), State (040)","United States (010), State (040)"
B12001,Sex by Marital Status for the Population 15 Years and Over ,Population 15 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B12002,Sex by Marital Status by Age for the Population 15 Years and Over ,Population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B12002A,Sex by Marital Status for the Population 15 Years and Over (White Alone) ,White alone population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B12002B,Sex by Marital Status for the Population 15 Years and Over (Black or African American Alone) ,Black or African American alone population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B12002C,Sex by Marital Status for the Population 15 Years and Over (American Indian and Alaska Native Alone) ,American Indian and Alaska Native alone population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B12002D,Sex by Marital Status for the Population 15 Years and Over (Asian Alone) ,Asian alone population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B12002E,Sex by Marital Status for the Population 15 Years and Over (Native Hawaiian and Other Pacific Islander Alone) ,Native Hawaiian and Other Pacific Islander alone population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B12002F,Sex by Marital Status for the Population 15 Years and Over (Some Other Race Alone) ,Some other race alone population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B12002G,Sex by Marital Status for the Population 15 Years and Over (Two or More Races) ,Two or more races population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B12002H,"Sex by Marital Status for the Population 15 Years and Over (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino population 15 years and over",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B12002I,Sex by Marital Status for the Population 15 Years and Over (Hispanic or Latino) ,Hispanic or Latino population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B12006,Marital Status by Sex by Labor Force Participation ,Population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B12007,Median Age at First Marriage ,Population 15 to 54 years,Detailed Table,"1,5","United States (010), Region (020), Division (030), State (040), Congressional District (500)","United States (010), Region (020), Division (030), State (040), Congressional District (500)"
B12007A,Median Age at First Marriage (White Alone) ,White alone population 15 to 54 years,Detailed Table,"1,5","United States (010), Region (020)","United States (010), Region (020)"
B12007B,Median Age at First Marriage (Black or African American Alone) ,Black or African American alone population 15 to 54 years,Detailed Table,"1,5","United States (010), Region (020)","United States (010), Region (020)"
B12007C,Median Age at First Marriage (American Indian and Alaska Native Alone) ,American Indian and Alaska Native alone population 15 to 54 years,Detailed Table,"1,5","United States (010), Region (020)","United States (010), Region (020)"
B12007D,Median Age at First Marriage (Asian Alone) ,Asian alone population 15 to 54 years,Detailed Table,"1,5","United States (010), Region (020)","United States (010), Region (020)"
B12007E,Median Age at First Marriage (Native Hawaiian and Other Pacific Islander Alone) ,Native Hawaiian and Other Pacific Islander alone population 15 to 54 years,Detailed Table,"1,5","United States (010), Region (020)","United States (010), Region (020)"
B12007F,Median Age at First Marriage (Some Other Race Alone) ,Some other race alone population 15 to 54 years,Detailed Table,"1,5","United States (010), Region (020)","United States (010), Region (020)"
B12007G,Median Age at First Marriage (Two or More Races) ,Two or more races population 15 to 54 years,Detailed Table,"1,5","United States (010), Region (020)","United States (010), Region (020)"
B12007H,"Median Age at First Marriage (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino population 15 to 54 years",Detailed Table,"1,5","United States (010), Region (020)","United States (010), Region (020)"
B12007I,Median Age at First Marriage (Hispanic or Latino) ,Hispanic or Latino population 15 to 54 years,Detailed Table,"1,5","United States (010), Region (020)","United States (010), Region (020)"
B12501,Marriages in the Last Year by Sex by Marital Status for the Population 15 Years and Over ,Population 15 Years and over,Detailed Table,"1,5","United States (010), Region (020), Division (030), State (040), Congressional District (500)","United States (010), Region (020), Division (030), State (040), Congressional District (500)"
B12502,Marriages Ending in Widowhood in the Last Year by Sex by Marital Status for the Population 15 Years and Over  ,Population 15 Years and over,Detailed Table,"1,5","United States (010), Region (020), Division (030), State (040), Congressional District (500)","United States (010), Region (020), Division (030), State (040), Congressional District (500)"
B12503,Divorces in the Last Year by Sex by Marital Status for the Population 15 Years and Over ,Population 15 Years and over,Detailed Table,"1,5","United States (010), Region (020), Division (030), State (040), Congressional District (500)","United States (010), Region (020), Division (030), State (040), Congressional District (500)"
B12504,Median Duration of Current Marriage in Years by Sex by Marital Status for the Married Population 15 Years and Over ,Population 15 years and over who are now married or separated,Detailed Table,"1,5","United States (010), Region (020), Division (030), State (040), Congressional District (500)","United States (010), Region (020), Division (030), State (040), Congressional District (500)"
B12505,Number of Times Married by Sex by Marital Status for the Population 15 Years and Over ,Population 15 Years and over,Detailed Table,"1,5","United States (010), Region (020), Division (030), State (040), Congressional District (500)","United States (010), Region (020), Division (030), State (040), Congressional District (500)"
B13002,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status and Age ,Women 15 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13002A,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (White Alone) ,White alone women 15 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13002B,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Black or African American Alone) ,Black or African American alone women 15 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13002C,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (American Indian and Alaska Native Alone) ,American Indian and Alaska Native alone women 15 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13002D,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Asian Alone) ,Asian alone women 15 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13002E,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Native Hawaiian and Other Pacific Islander Alone) ,Native Hawaiian and other Pacific Islander alone women 15 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13002F,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Some Other Race Alone) ,Some other race alone women 15 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13002G,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Two or More Races) ,Two or more races women 15 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13002H,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino women 15 to 50 years",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13002I,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Hispanic or Latino) ,Hispanic or Latino women 15 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13004,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Presence of Spouse or Unmarried Partner ,Women 15 to 50 years in households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13008,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status and Nativity ,Women 15 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13010,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status and Poverty Status in the Past 12 Months ,Women 15 to 50 years for whom poverty status is determined,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B13012,Women 16 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status and Labor Force Status ,Women 16 to 50 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
