,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
33813,38-00100,38,1,1,0,1,2,4,1,1,73.0,180,0,8,40000.0,5,202,N,2,2,2,2,68,70
33814,38-00100,39,1,1,0,1,0,2,1,1,73.0,4690,6,7,100000.0,9,501,N,2,2,2,2,212,181
33815,30-00600,59,2,1,0,1,0,2,1,1,16.3,8390,13,9,31000.0,5,436,N,2,2,2,2,12,19
33816,30-00600,46,1,1,0,1,3,5,1,1,16.3,8191,12,11,402000.0,9,501,N,2,2,2,2,69,69
33817,06-08507,45,2,1,0,6,1,3,1,1,3305.1,6870,9,10,100000.0,8,501,N,2,2,2,2,59,62
33818,38-00100,31,2,1,0,1,2,4,1,1,73.0,7790,10,9,60000.0,7,372,N,2,2,2,2,50,50
33819,38-00100,35,1,1,0,1,2,4,1,1,73.0,770,3,8,70000.0,8,418,N,2,2,2,2,68,68
33820,06-07502,37,2,1,0,6,2,4,1,1,33632.6,4980,6,9,30000.0,5,501,N,2,2,2,2,59,59
33821,06-08507,78,1,1,0,1,0,2,1,1,3305.1,7980,12,11,33000.0,5,312,N,2,2,2,2,98,98
33822,36-04010,55,1,1,0,2,0,4,1,1,50441.6,8192,12,9,95000.0,8,501,N,2,2,2,2,154,138
33823,38-00100,63,1,1,0,1,0,2,1,1,73.0,170,0,9,5000.0,1,324,N,2,2,2,2,73,73
33824,29-01901,50,2,1,0,3,0,3,1,1,5434.8,N,N,9,2100.0,1,324,N,1,1,2,2,95,95
33825,51-51255,41,2,1,0,1,3,5,1,1,11224.3,7370,10,9,0.0,0,501,N,2,2,2,2,68,69
33826,06-08507,45,1,1,0,6,1,3,1,1,3305.1,6870,9,10,100000.0,8,501,N,2,2,2,2,57,63
33827,28-01100,83,1,1,0,2,0,2,1,1,2674.3,N,N,3,14400.0,4,117,N,2,1,2,2,189,184
33828,38-00100,30,2,1,0,1,2,4,1,2,73.0,8191,12,8,37400.0,5,418,N,2,2,2,1,89,67
33829,19-01700,74,1,1,0,1,0,2,1,1,3572.3,N,N,9,16000.0,3,254,N,1,2,2,2,101,100
33830,26-02702,35,2,1,0,5,1,3,1,1,4817.2,8570,14,10,47000.0,7,501,N,2,2,2,2,160,160
33831,40-00200,72,1,1,0,1,0,2,1,1,90.7,N,N,6,65400.0,8,489,N,2,2,2,2,49,58
33832,30-00600,67,1,1,0,1,0,2,1,1,16.3,N,N,7,51800.0,7,387,N,2,1,2,2,133,133
33833,06-08507,77,2,1,1,1,0,2,1,1,3305.1,N,N,9,361000.0,9,501,N,2,2,2,2,115,73
33834,28-01100,56,2,1,0,1,0,2,1,2,2674.3,9480,16,7,91200.0,9,501,N,2,2,2,2,54,54
33835,30-00600,37,2,1,0,1,4,6,1,2,16.3,N,N,8,0.0,0,410,N,2,2,2,2,17,27
33836,24-01004,59,1,1,0,1,0,3,1,1,4187.9,9590,16,11,442000.0,9,501,N,2,2,2,2,53,52
33837,24-01004,78,2,1,0,1,0,2,1,1,4187.9,7490,10,12,256000.0,9,501,N,2,2,2,2,19,19
33838,13-04600,54,2,1,0,1,0,2,1,2,3670.4,7790,10,5,142000.0,9,501,N,2,2,2,1,35,34
33839,06-08507,56,1,1,1,1,0,3,1,1,3305.1,770,3,9,671000.0,9,501,N,2,2,2,2,96,82
33840,30-00600,35,1,1,0,1,3,5,1,1,16.3,180,0,9,70000.0,8,352,N,2,2,2,2,27,26
33841,30-00600,69,1,1,0,1,0,2,1,1,16.3,N,N,9,6200.0,1,199,3,2,2,2,2,27,26
33842,28-01100,83,1,1,0,2,0,3,1,1,2674.3,N,N,4,24700.0,5,383,N,2,1,2,2,40,45
33843,24-01004,49,2,1,0,1,2,4,1,1,4187.9,9490,16,10,130000.0,9,501,N,2,2,2,2,39,39
33844,26-02702,59,1,1,0,1,0,2,1,1,4817.2,6991,9,10,182000.0,9,501,N,2,2,1,2,143,144
33845,24-01004,67,1,1,0,1,0,3,1,1,4187.9,7670,10,9,40000.0,5,501,N,2,2,2,2,21,22
33846,38-00100,72,1,1,0,1,0,2,1,1,73.0,N,N,9,57200.0,7,501,N,2,2,2,2,125,122
33847,24-01004,67,1,1,0,6,0,3,1,1,4187.9,8270,12,9,266000.0,9,501,N,2,2,2,2,86,86
33848,28-01100,70,2,1,0,2,0,3,1,1,2674.3,7890,11,9,89000.0,9,501,N,2,2,2,2,83,107
33849,24-01004,46,1,1,0,1,2,4,1,2,4187.9,7390,10,9,200000.0,9,501,N,2,2,2,2,69,68
33850,06-08507,63,2,1,0,6,0,2,1,1,3305.1,7690,10,11,880.0,1,501,N,2,2,2,2,66,61
33851,51-51255,58,1,1,0,1,2,4,1,1,11224.3,9480,16,10,130000.0,9,501,N,2,2,2,2,68,68
33852,24-01004,74,2,1,0,1,0,2,1,1,4187.9,9570,16,11,181700.0,9,501,N,2,2,2,2,12,12
33853,30-00600,52,2,1,0,1,0,3,1,1,16.3,5070,6,7,30000.0,5,501,N,2,1,2,2,46,58
33854,38-00100,48,2,1,0,1,0,2,1,1,73.0,770,3,9,0.0,0,501,N,2,2,2,2,36,26
33855,24-01004,74,2,1,0,6,0,2,1,1,4187.9,N,N,10,29800.0,4,501,N,2,2,2,2,134,110
33856,17-03529,67,1,1,0,2,0,2,1,1,15097.5,9920,18,10,13700.0,3,114,N,2,2,2,2,38,38
33857,51-01301,33,2,1,0,1,0,2,1,1,11162.8,8191,12,9,59000.0,7,501,N,2,2,2,2,98,104
33858,19-01700,58,1,1,0,1,0,2,1,1,3572.3,7290,10,11,224700.0,9,501,N,2,2,2,2,80,84
33859,24-01004,63,2,1,0,1,0,2,1,1,4187.9,7380,10,11,268000.0,9,501,N,2,2,2,2,42,42
33860,30-00600,57,2,1,0,1,0,2,1,2,16.3,N,N,8,0.0,0,295,N,2,2,2,2,148,147
33861,38-00100,72,2,1,0,1,0,2,1,1,73.0,N,N,5,16500.0,3,197,N,2,2,2,2,23,20
33862,38-00100,67,2,1,0,1,0,2,1,1,73.0,8980,15,5,12000.0,2,412,N,2,2,2,2,39,102
33863,51-51255,34,2,1,0,1,0,2,1,1,11224.3,6880,9,9,40600.0,5,377,N,2,2,2,2,60,77
33864,17-03529,79,1,1,0,1,0,2,1,2,15097.5,N,N,9,30800.0,5,495,N,2,2,2,2,111,111
33865,51-01301,54,2,1,0,1,0,2,1,1,11162.8,N,N,9,5000.0,1,501,N,2,2,2,2,87,101
33866,30-00600,59,1,1,0,1,0,2,1,1,16.3,7380,10,5,27000.0,5,501,N,2,2,2,2,47,47
33867,40-00200,22,2,1,0,3,0,2,1,1,90.7,N,N,4,0.0,0,190,N,2,2,2,2,41,40
33868,26-02702,45,1,1,0,1,2,4,1,1,4817.2,3960,4,9,123700.0,9,501,N,2,2,2,2,80,84
33869,01-01301,59,1,1,0,2,0,2,1,1,2731.2,6380,7,5,18000.0,4,156,N,2,2,2,2,304,311
33870,30-00600,67,1,1,0,1,0,2,1,1,16.3,180,0,9,2000.0,1,218,N,2,2,2,2,13,11
33871,30-00600,66,2,1,0,1,0,2,1,1,16.3,N,N,7,11000.0,2,398,N,2,2,2,2,46,76
33872,36-04010,48,1,1,0,2,3,6,1,2,50441.6,770,3,5,22200.0,4,292,N,2,2,2,2,99,94
33873,06-07502,32,2,1,0,1,0,2,1,2,33632.6,7380,10,9,225000.0,9,501,N,2,2,2,2,64,64
33874,51-51255,39,2,1,4,1,3,5,1,1,11224.3,N,N,5,0.0,0,246,N,2,2,2,2,59,59
33875,36-03710,40,2,1,0,1,0,2,1,2,52864.7,7380,10,10,106000.0,8,501,N,2,2,2,2,56,52
33876,29-01901,58,1,1,0,2,1,5,1,2,5434.8,N,N,8,0.0,0,250,N,2,2,2,2,121,211
33877,24-01004,74,1,1,0,1,0,2,1,1,4187.9,N,N,9,93100.0,8,501,N,2,2,2,2,113,113
33878,51-01301,46,1,1,0,1,2,4,1,1,11162.8,770,3,9,208000.0,9,501,N,2,2,2,2,88,88
33879,28-01100,30,1,1,0,1,0,2,1,1,2674.3,7860,11,10,39000.0,7,460,N,2,2,2,2,126,126
33880,24-01004,47,1,1,0,1,0,2,1,1,4187.9,5180,6,9,0.0,0,501,N,2,2,2,2,73,61
33881,17-03531,40,2,1,0,2,0,2,1,2,11171.6,8370,13,10,4800.0,1,87,N,2,2,2,2,195,233
33882,30-00600,43,1,1,0,5,1,3,1,1,16.3,770,3,5,42000.0,6,378,N,2,2,2,2,57,46
33883,30-00600,67,1,1,0,1,0,2,1,1,16.3,N,N,7,1400.0,1,501,N,2,2,2,2,14,16
33884,24-01004,47,2,1,0,1,0,2,1,1,4187.9,770,3,9,20000.0,3,365,N,2,2,2,2,13,12
33885,24-01004,51,1,1,3,1,1,4,1,1,4187.9,9590,16,12,192000.0,9,501,N,2,2,2,2,253,273
33886,26-02702,68,1,1,0,1,0,2,1,1,4817.2,N,N,10,78400.0,8,501,N,2,2,2,2,87,88
33887,06-07502,34,2,1,2,1,0,2,1,2,33632.6,6190,7,10,156000.0,9,501,N,2,2,2,2,51,50
33888,30-00600,69,1,1,0,1,0,2,1,1,16.3,N,N,8,43200.0,6,335,N,2,2,2,2,307,290
33889,28-01100,79,2,1,0,2,0,3,1,1,2674.3,N,N,5,6900.0,2,151,N,2,1,2,2,37,37
33890,40-00200,31,2,1,0,1,2,4,1,2,90.7,8290,12,7,35000.0,6,214,N,2,2,2,2,103,102
33891,38-00100,74,1,1,0,1,0,2,1,1,73.0,7860,11,9,32000.0,5,351,N,2,2,2,2,21,31
33892,30-00600,57,1,1,0,1,0,2,1,1,16.3,4680,6,4,48000.0,7,305,N,2,2,2,2,85,86
33893,24-01004,56,2,1,0,1,0,2,1,1,4187.9,7860,11,11,124000.0,8,501,N,2,2,2,2,89,89
33894,38-00100,67,1,1,0,1,0,2,1,1,73.0,170,0,7,411000.0,9,501,N,2,2,2,2,26,26
33895,24-01004,67,1,1,0,1,0,2,1,1,4187.9,3980,4,10,140300.0,9,501,2,2,2,2,2,42,42
33896,24-01004,65,2,1,0,1,0,2,1,1,4187.9,9180,15,9,97000.0,8,501,N,2,2,2,2,62,59
33897,24-01004,41,2,1,0,1,1,3,1,2,4187.9,7270,10,12,100000.0,8,501,N,2,2,2,2,94,103
33898,06-08507,57,1,1,0,1,0,2,1,1,3305.1,6672,8,9,571000.0,9,501,N,2,2,2,2,89,90
33899,06-08507,55,2,1,0,6,0,4,1,1,3305.1,7890,11,10,83000.0,8,501,N,2,2,2,2,49,49
33900,38-00100,59,2,1,0,1,0,2,1,1,73.0,490,1,5,85000.0,8,501,N,2,2,2,2,20,18
33901,32-00405,35,2,1,0,1,3,5,1,2,7990.5,N,N,4,0.0,0,99,N,2,2,2,2,54,54
33902,06-07502,28,2,1,0,1,0,2,1,2,33632.6,7470,10,9,75000.0,7,501,N,1,2,2,2,51,46
33903,24-01004,78,2,1,0,1,0,2,1,1,4187.9,N,N,10,8000.0,2,501,N,2,2,2,2,22,23
33904,24-01004,40,2,1,0,2,1,3,1,1,4187.9,7390,10,12,165300.0,9,501,N,2,2,2,2,50,51
33905,36-04010,42,2,1,0,2,0,2,1,2,50441.6,N,N,9,0.0,0,199,N,2,2,2,2,78,78
33906,24-01004,45,2,1,0,6,2,4,1,1,4187.9,7970,12,11,557000.0,9,501,N,2,2,2,2,92,92
33907,28-01100,30,2,1,0,1,2,4,1,1,2674.3,5080,6,9,2000.0,1,501,N,2,2,2,2,60,45
33908,13-04600,60,1,1,0,1,0,2,1,1,3670.4,7580,10,11,111900.0,9,501,N,2,2,2,2,39,39
33909,08-00803,37,2,1,0,1,2,4,1,1,3393.2,7290,10,10,150520.0,9,501,N,2,2,2,2,58,57
33910,06-08507,60,2,1,0,1,0,2,1,1,3305.1,3365,4,7,152500.0,9,501,N,2,2,2,2,236,236
33911,24-01004,73,2,1,0,1,0,2,1,1,4187.9,7870,11,12,146400.0,9,501,N,2,2,2,2,71,71
33912,30-00600,50,1,1,0,1,0,2,1,1,16.3,180,0,8,-7600.0,0,14,N,2,2,2,2,9,9
33913,51-51255,68,1,1,0,1,0,2,1,1,11224.3,7380,10,9,225200.0,9,501,N,2,2,2,2,57,58
33914,06-07502,35,1,1,0,1,0,2,1,2,33632.6,6890,9,5,105000.0,8,501,N,2,2,2,2,57,57
33915,19-01700,64,1,1,0,1,2,6,1,1,3572.3,7860,11,5,0.0,0,183,N,2,2,2,2,500,705
33916,36-04010,48,1,1,0,2,2,4,1,1,50441.6,7670,10,10,75000.0,8,289,N,2,2,2,2,122,121
33917,08-00803,59,1,1,0,1,1,4,1,1,3393.2,7390,10,12,136000.0,9,501,N,2,2,2,2,56,56
33918,40-00200,61,1,1,0,2,0,2,1,1,90.7,5391,6,4,39000.0,6,326,N,2,2,2,2,105,105
33919,19-01700,69,2,1,0,1,0,2,1,1,3572.3,8180,12,7,42000.0,6,358,N,2,2,2,2,108,79
33920,19-01700,69,2,1,0,1,0,2,1,1,3572.3,N,N,9,42200.0,6,501,N,2,2,2,2,117,117
33921,06-08507,41,1,1,0,1,2,4,1,1,3305.1,7072,9,10,578000.0,9,501,N,2,2,2,2,104,86
33922,26-02702,40,1,1,0,1,0,2,1,1,4817.2,8191,12,12,60500.0,8,501,N,2,2,2,2,109,109
33923,51-51255,65,1,1,0,1,0,2,1,1,11224.3,9160,15,5,22000.0,4,501,N,2,2,2,2,58,57
33924,38-00100,80,1,1,0,1,0,2,1,1,73.0,N,N,5,8000.0,1,229,N,2,1,2,2,67,67
33925,40-00200,50,1,1,0,3,1,4,1,1,90.7,3580,4,5,17000.0,4,75,N,1,1,2,2,73,43
33926,17-03529,52,1,1,0,2,0,2,1,1,15097.5,8680,14,5,48000.0,6,501,N,2,2,2,2,95,119
33927,30-00600,57,2,1,0,1,0,2,1,1,16.3,8770,15,7,26000.0,5,327,N,2,2,2,2,39,39
33928,19-01700,46,2,1,1,8,1,5,1,1,3572.3,8770,15,5,20000.0,3,211,N,2,2,2,2,52,50
33929,51-51255,67,2,1,0,1,0,2,1,2,11224.3,N,N,9,124400.0,9,501,N,2,2,2,2,92,101
33930,51-01301,45,1,1,0,1,2,4,1,1,11162.8,7270,10,11,229800.0,9,501,N,2,2,2,2,116,116
33931,28-01100,35,2,1,0,1,2,4,1,1,2674.3,7860,11,10,41000.0,7,501,N,2,2,2,2,121,96
33932,06-08507,72,2,1,0,1,0,2,1,1,3305.1,N,N,10,50000.0,6,501,N,2,2,2,2,53,54
33933,51-51255,58,1,1,0,6,0,2,1,2,11224.3,770,3,8,56000.0,6,501,N,2,2,2,2,94,94
33934,24-01004,50,1,1,0,1,2,4,1,1,4187.9,9570,16,12,162000.0,9,501,N,2,2,2,2,64,68
33935,26-02702,52,1,1,0,2,0,3,1,1,4817.2,7770,10,7,70000.0,8,501,N,2,2,2,2,60,60
33936,17-03529,59,1,1,0,2,0,3,1,1,15097.5,8191,12,11,554000.0,9,501,N,2,2,2,2,61,84
33937,08-00803,30,1,1,0,1,0,2,1,2,3393.2,5170,6,9,60000.0,7,501,N,2,2,2,2,95,76
33938,30-00600,66,2,1,0,1,2,6,1,1,16.3,4770,6,7,9000.0,2,242,N,2,2,2,2,92,123
33939,36-03710,57,1,1,3,2,0,2,1,1,52864.7,8470,13,5,25500.0,4,298,N,2,2,2,2,79,80
33940,13-04600,27,1,1,2,2,0,2,1,2,3670.4,8680,14,8,3000.0,1,193,N,2,2,2,2,90,132
33941,51-51255,49,2,1,0,1,0,2,1,1,11224.3,9680,17,11,165010.0,9,501,N,2,2,2,2,80,78
33942,38-00100,60,1,1,0,1,0,2,1,1,73.0,8090,12,10,41000.0,6,447,N,2,2,2,1,195,195
33943,38-00100,64,1,1,0,1,0,2,1,1,73.0,6180,7,9,40780.0,6,501,N,2,2,2,2,25,25
33944,51-01301,64,1,1,0,1,0,3,1,1,11162.8,7270,10,11,65540.0,7,426,N,2,2,2,2,84,84
33945,30-00600,69,1,1,0,1,0,2,1,1,16.3,4670,6,5,83000.0,9,501,N,2,2,2,2,58,58
33946,38-00100,48,2,1,0,1,1,4,1,1,73.0,180,0,5,2000.0,1,40,N,2,2,2,2,15,19
33947,17-03531,66,1,1,0,2,0,2,1,2,11171.6,N,N,4,13000.0,3,183,N,2,2,2,2,206,206
33948,28-01100,24,2,1,0,2,1,3,1,2,2674.3,7580,10,8,10000.0,3,233,N,2,2,2,2,67,53
33949,38-00100,70,1,1,0,1,0,2,1,1,73.0,6991,9,10,101700.0,9,501,N,2,2,2,2,23,38
33950,40-00200,57,1,1,0,1,0,2,1,1,90.7,N,N,6,8000.0,2,368,N,2,1,2,2,99,141
33951,06-08507,49,1,1,0,6,3,5,1,1,3305.1,7390,10,10,3000.0,1,319,N,2,2,2,2,95,95
33952,24-01004,64,1,1,0,1,0,2,1,1,4187.9,7460,10,12,130000.0,9,501,N,2,2,2,2,42,42
33953,24-01004,64,1,1,0,1,0,2,1,1,4187.9,580,2,9,552000.0,9,501,N,2,2,2,2,55,55
33954,32-00405,38,1,1,1,1,2,4,1,1,7990.5,770,3,7,55000.0,7,311,N,2,2,2,2,76,76
33955,26-02702,59,2,1,0,1,0,3,1,1,4817.2,7570,10,9,96200.0,9,501,N,2,2,2,2,61,60
33956,24-01004,65,1,1,0,1,0,3,1,1,4187.9,8564,14,10,2850.0,1,501,N,2,2,2,2,55,53
33957,38-00100,27,1,1,0,1,3,5,1,2,73.0,5690,6,9,10500.0,2,435,N,2,2,2,2,155,155
33958,06-07502,63,1,1,0,1,0,2,1,1,33632.6,N,N,5,107000.0,8,501,N,2,2,2,2,116,116
33959,06-07502,54,2,1,0,6,2,4,1,2,33632.6,7490,10,10,385000.0,9,501,N,2,2,2,2,85,111
33960,51-01301,34,2,1,0,1,0,2,1,2,11162.8,8191,12,9,59000.0,7,501,N,2,2,2,2,98,102
33961,51-51255,54,2,1,0,2,0,2,1,1,11224.3,N,N,5,0.0,0,177,N,2,2,2,2,220,221
33962,28-01100,50,1,1,0,2,0,4,1,2,2674.3,4770,6,5,47000.0,7,379,N,2,2,2,2,193,196
33963,40-00200,56,2,1,0,2,0,2,1,1,90.7,8470,13,8,800.0,1,219,N,2,2,2,2,45,45
33964,40-00200,65,1,1,0,1,0,2,1,1,90.7,570,2,7,167490.0,9,501,N,2,2,2,2,29,29
33965,24-01004,46,2,1,0,1,1,3,1,1,4187.9,770,3,10,150000.0,9,501,N,2,2,2,2,42,42
33966,24-01004,63,1,1,0,1,0,2,1,1,4187.9,6070,7,10,107000.0,8,501,N,2,2,2,2,108,108
33967,06-08507,53,2,1,0,6,0,3,1,1,3305.1,7970,12,10,120000.0,9,501,N,2,2,2,2,111,133
33968,51-51255,53,1,1,0,1,0,2,1,1,11224.3,3580,4,9,164000.0,9,501,N,2,2,2,2,80,65
33969,06-08507,53,2,1,0,6,0,4,1,1,3305.1,7860,11,10,124000.0,9,501,N,2,2,2,2,46,51
33970,19-01700,41,2,1,0,4,0,2,1,1,3572.3,6170,7,7,18000.0,3,267,N,2,2,2,2,69,112
33971,24-01004,81,2,1,0,1,0,2,1,1,4187.9,N,N,9,35700.0,4,422,N,2,2,2,2,34,39
33972,17-03531,34,1,1,0,2,1,3,1,1,11171.6,770,3,7,20600.0,4,344,N,2,2,2,2,587,571
33973,24-01004,35,2,1,0,1,0,2,1,1,4187.9,7890,11,10,57300.0,6,501,N,2,2,2,2,51,50
33974,51-01301,76,2,1,0,1,0,2,1,1,11162.8,N,N,7,50900.0,6,499,5,2,1,2,2,67,66
33975,17-03531,65,2,1,0,2,0,2,1,1,11171.6,7870,11,12,78800.0,8,484,N,2,2,2,2,44,44
33976,51-51255,37,1,1,0,2,0,2,1,2,11224.3,7270,10,11,150000.0,9,501,N,2,2,2,2,62,61
33977,26-02702,64,1,1,0,1,0,2,1,1,4817.2,7870,11,12,360000.0,9,501,N,2,2,2,2,112,111
33978,08-00803,73,1,1,0,1,0,2,1,1,3393.2,6770,8,10,37000.0,5,298,N,2,2,2,2,130,130
33979,24-01004,44,2,1,1,1,3,5,1,2,4187.9,7390,10,9,352000.0,9,501,N,2,2,2,2,119,119
33980,30-00600,65,1,1,0,3,0,4,1,1,16.3,N,N,7,0.0,0,75,N,2,2,2,2,71,79
33981,24-01004,76,1,1,0,1,0,2,1,1,4187.9,N,N,12,181500.0,9,501,N,2,2,2,2,62,61
33982,30-00600,63,2,1,0,1,0,2,1,1,16.3,180,0,9,-3000.0,0,0,N,2,2,2,2,10,12
33983,26-02702,32,1,1,0,1,1,3,1,1,4817.2,7270,10,11,110000.0,9,501,N,2,2,2,2,69,69
33984,30-00600,68,1,1,0,1,0,2,1,1,16.3,7860,11,9,37600.0,6,345,N,2,1,2,2,105,105
33985,51-01301,30,1,1,1,1,0,2,1,2,11162.8,6890,9,9,120000.0,8,501,N,2,2,2,2,121,121
33986,51-51255,61,1,1,0,1,0,2,1,1,11224.3,770,3,8,56000.0,6,501,N,2,2,2,2,91,91
33987,13-04600,62,2,1,0,2,0,2,1,1,3670.4,6370,7,5,19400.0,4,220,N,2,2,1,2,61,61
33988,40-00200,72,1,1,0,1,0,3,1,1,90.7,4880,6,7,5300.0,2,263,N,2,2,2,2,120,120
33989,26-02702,88,2,1,0,6,0,2,1,1,4817.2,N,N,5,5100.0,1,501,N,2,2,2,2,227,87
33990,40-00200,59,1,1,0,2,0,2,1,1,90.7,3291,4,5,41000.0,7,356,N,2,2,2,2,31,30
33991,06-08507,52,2,1,0,5,0,3,1,1,3305.1,7490,10,9,0.0,0,501,N,2,2,2,2,83,83
33992,28-01100,35,1,1,0,2,1,3,1,2,2674.3,7580,10,7,20000.0,5,345,N,2,2,2,2,160,147
33993,51-01301,34,2,1,0,1,0,2,1,2,11162.8,8191,12,9,59000.0,7,501,N,2,2,2,2,98,103
33994,08-00803,43,2,1,0,1,0,2,1,1,3393.2,6672,8,10,260900.0,9,501,N,2,2,2,2,85,81
33995,24-01004,57,1,1,0,1,2,4,1,1,4187.9,7390,10,9,974000.0,9,501,N,2,2,2,2,27,30
33996,06-08507,55,1,1,1,1,0,2,1,1,3305.1,6490,8,10,136600.0,9,501,N,2,2,2,2,119,119
33997,17-03529,50,2,1,0,2,0,2,1,2,15097.5,8660,14,5,35000.0,5,501,N,2,2,2,2,50,51
33998,51-51255,41,1,1,3,1,1,3,1,1,11224.3,7380,10,12,200000.0,9,501,N,2,2,2,2,118,108
33999,24-01004,49,1,1,0,1,1,3,1,1,4187.9,9590,16,12,270000.0,9,501,N,2,2,2,2,55,55
34000,26-02702,36,2,1,0,6,1,3,1,1,4817.2,8570,14,10,47000.0,7,501,N,2,2,2,2,161,161
34001,36-04010,39,2,1,1,4,1,6,1,2,50441.6,8680,14,3,53000.0,6,367,N,2,2,2,2,367,368
34002,38-00100,39,1,1,0,1,3,6,1,2,73.0,6170,7,7,83000.0,8,301,N,2,2,2,2,135,188
34003,17-03531,47,2,1,0,2,1,3,1,1,11171.6,6170,7,8,30000.0,5,487,N,2,2,2,2,88,89
34004,30-00600,50,1,1,0,1,1,4,1,1,16.3,180,0,9,19000.0,4,99,N,2,2,2,2,77,80
34005,32-00405,68,1,1,3,1,0,2,1,2,7990.5,7072,9,6,18200.0,3,249,N,2,2,2,2,56,57
34006,40-00200,31,2,1,0,3,0,2,1,1,90.7,8470,13,5,30000.0,6,501,N,2,2,2,2,58,57
34007,36-03710,63,1,1,4,1,0,2,1,1,52864.7,7072,9,7,18000.0,3,501,N,2,2,2,1,127,128
34008,06-07502,76,2,1,0,1,0,2,1,1,33632.6,N,N,10,41000.0,6,501,N,2,1,2,2,132,115
34009,06-08507,38,2,1,0,8,2,4,1,1,3305.1,7270,10,11,100000.0,8,501,N,2,2,2,2,81,82
34010,38-00100,40,1,1,0,1,3,5,1,1,73.0,490,1,5,130000.0,9,501,N,2,2,2,2,64,63
34011,08-00803,63,2,1,0,1,0,2,1,1,3393.2,N,N,10,1500.0,1,501,N,2,2,2,2,113,105
34012,24-01004,63,1,1,4,1,0,2,1,1,4187.9,7390,10,12,37300.0,5,219,N,2,2,2,2,90,89
34013,40-00200,26,2,1,0,1,2,4,1,1,90.7,8470,13,9,0.0,0,349,N,2,2,2,2,82,63
34014,51-01301,41,1,1,0,1,0,2,1,1,11162.8,9480,16,10,12000.0,2,367,N,2,2,2,2,108,99
34015,24-01004,73,1,1,0,1,0,2,1,2,4187.9,8370,13,9,25500.0,4,407,N,2,2,2,2,93,93
34016,24-01004,65,1,1,0,4,0,2,1,1,4187.9,N,N,9,0.0,0,501,N,2,2,2,2,122,115
34017,51-01301,52,2,1,0,1,0,3,1,1,11163.238701124787,9170,15,11,265050.0,9,501,N,2,2,2,2,129,152
34018,26-02702,31,2,1,0,1,1,3,1,1,4817.2,N,N,4,0.0,0,292,N,2,2,2,2,77,66
34019,13-04600,79,2,1,0,2,0,2,1,1,3670.4,N,N,7,33860.0,5,309,N,2,1,2,2,55,53
34020,06-07502,32,1,1,0,5,0,2,1,1,33632.6,770,3,10,265000.0,9,501,N,2,2,2,2,86,85
34021,36-04010,55,1,1,0,2,0,2,1,2,50441.6,9470,16,5,30000.0,5,501,N,2,2,2,2,190,190
34022,51-51255,61,2,1,0,1,0,2,1,1,11224.3,N,N,10,0.0,0,501,N,2,2,2,2,68,62
34023,51-01301,71,1,1,0,1,0,2,1,1,11162.8,N,N,11,98040.0,8,501,N,2,2,2,2,68,68
34024,32-00405,36,1,1,1,1,4,6,1,1,7990.5,8680,14,5,28000.0,5,83,N,2,2,2,2,56,56
34025,32-00405,40,2,1,1,8,4,6,1,1,7990.5,1190,4,7,0.0,0,132,N,2,2,2,2,179,175
34026,19-01700,40,2,1,3,6,3,5,1,1,3572.3,8660,14,7,30000.0,5,232,N,2,2,2,2,92,134
34027,36-03710,67,1,1,3,4,0,2,1,1,52864.7,N,N,9,25000.0,4,501,N,2,2,2,2,81,88
34028,06-08507,65,2,1,0,6,0,3,1,1,3305.1,N,N,9,0.0,0,501,N,2,2,2,2,103,105
34029,38-00100,79,1,1,0,1,0,2,1,1,73.0,N,N,4,26000.0,4,454,N,2,2,2,2,51,55
34030,24-01004,33,1,1,0,6,2,5,1,1,4187.9,7380,10,9,68100.0,7,296,N,2,2,2,2,61,61
34031,24-01004,43,1,1,0,1,2,4,1,2,4187.9,6490,8,10,185000.0,9,501,N,2,2,2,2,35,36
34032,30-00600,58,1,1,0,1,0,2,1,1,16.3,380,1,5,42000.0,6,455,N,2,2,2,2,19,19
34033,06-08507,57,1,1,0,6,0,2,1,1,3305.1,7460,10,10,188200.0,9,501,N,2,2,2,2,51,50
34034,24-01004,78,1,1,0,1,0,2,1,1,4187.9,N,N,11,266000.0,9,501,N,2,2,2,2,65,64
34035,51-51255,55,2,1,0,1,0,2,1,1,11224.3,6490,8,9,150000.0,9,501,N,2,2,2,2,79,63
34036,30-00600,66,2,1,0,3,0,6,1,1,16.3,N,N,7,14300.0,3,199,N,2,2,2,2,39,40
34037,17-03529,65,2,1,0,1,0,2,1,2,15097.5,7870,11,12,8000.0,2,501,N,2,2,2,2,40,40
34038,51-51255,43,2,1,0,1,0,2,1,1,11224.3,9590,16,9,99300.0,8,501,2,2,2,2,2,35,35
34039,30-00600,33,2,1,0,1,3,6,1,1,16.3,4870,6,7,50000.0,7,162,N,2,2,2,2,20,9
34040,51-51255,28,2,1,0,1,0,2,1,1,11224.3,9190,15,12,85000.0,8,501,N,2,2,2,2,67,67
34041,32-00405,46,1,1,1,8,0,4,1,2,7990.5,N,N,3,0.0,0,157,N,2,2,2,2,125,72
